시간,dB
00:27:30,38.3
00:27:35,34.2
00:27:40,36.6
00:27:45,34.4
00:27:50,30.6
00:27:55,32.5
00:28:00,34.7
00:28:05,40.1
00:28:10,33.7
00:28:15,35.8
00:28:20,36.8
00:28:25,34.4
00:28:30,35.2
00:28:35,26.6
00:28:40,31.9
00:28:45,27.8
00:28:50,35.8
00:28:55,36.4
00:29:00,31.8
00:29:05,39.7
00:29:10,32.1
00:29:15,29.5
00:29:20,38.6
00:29:25,34.1
00:29:30,36.1
00:29:35,37.9
00:29:40,30.0
00:29:45,32.6
00:29:50,35.0
00:29:55,37.5
00:30:00,34.6
00:30:05,40.0
00:30:10,36.4
00:30:15,36.3
00:30:20,35.6
00:30:25,31.8
00:30:30,33.7
00:30:35,34.1
00:30:40,38.0
00:30:45,32.4
00:30:50,37.2
00:30:55,34.9
00:31:00,37.7
00:31:05,33.3
00:31:10,32.3
00:31:15,35.6
00:31:20,34.5
00:31:25,31.5
00:31:30,33.5
00:31:35,34.7
00:31:40,35.6
00:31:45,38.3
00:31:50,38.8
00:31:55,34.2
00:32:00,37.7
00:32:05,35.2
00:32:10,37.6
00:32:15,34.0
00:32:20,36.1
00:32:25,28.7
00:32:30,34.7
00:32:35,35.7
00:32:40,31.2
00:32:45,31.7
00:32:50,39.8
00:32:55,32.7
00:33:00,35.0
00:33:05,33.7
00:33:10,37.8
00:33:15,35.1
00:33:20,38.0
00:33:25,38.7
00:33:30,33.0
00:33:35,38.4
00:33:40,36.6
00:33:45,35.0
00:33:50,35.7
00:33:55,35.9
00:34:00,32.5
00:34:05,37.7
00:34:10,31.2
00:34:15,30.6
00:34:20,34.0
00:34:25,36.3
00:34:30,32.6
00:34:35,35.1
00:34:40,37.1
00:34:45,33.7
00:34:50,35.8
00:34:55,31.9
00:35:00,41.1
00:35:05,32.8
00:35:10,32.7
00:35:15,38.4
00:35:20,34.9
00:35:25,35.0
00:35:30,32.5
00:35:35,35.8
00:35:40,32.2
00:35:45,35.2
00:35:50,35.3
00:35:55,37.6
00:36:00,33.6
00:36:05,34.2
00:36:10,35.3
00:36:15,33.8
00:36:20,36.3
00:36:25,33.3
00:36:30,40.0
00:36:35,34.3
00:36:40,57.2
00:36:45,33.6
00:36:50,34.3
00:36:55,33.7
00:37:00,32.0
00:37:05,37.0
00:37:10,33.9
00:37:15,33.6
00:37:20,33.3
00:37:25,34.1
00:37:30,35.2
00:37:35,32.2
00:37:40,40.0
00:37:45,36.0
00:37:50,34.6
00:37:55,35.8
00:38:00,35.5
00:38:05,38.1
00:38:10,34.4
00:38:15,32.9
00:38:20,33.0
00:38:25,39.1
00:38:30,34.1
00:38:35,33.0
00:38:40,33.4
00:38:45,36.0
00:38:50,35.9
00:38:55,35.1
00:39:00,35.1
00:39:05,34.4
00:39:10,33.3
00:39:15,33.3
00:39:20,35.0
00:39:25,36.7
00:39:30,37.4
00:39:35,38.4
00:39:40,31.4
00:39:45,31.5
00:39:50,33.9
00:39:55,36.8
00:40:00,33.2
00:40:05,31.8
00:40:10,33.2
00:40:15,39.0
00:40:20,31.9
00:40:25,34.4
00:40:30,34.9
00:40:35,37.1
00:40:40,37.1
00:40:45,55.0
00:40:50,32.2
00:40:55,33.9
00:41:00,36.3
00:41:05,33.3
00:41:10,36.7
00:41:15,35.3
00:41:20,39.5
00:41:25,35.4
00:41:30,36.2
00:41:35,37.7
00:41:40,33.4
00:41:45,36.3
00:41:50,36.7
00:41:55,33.2
00:42:00,36.6
00:42:05,33.8
00:42:10,38.8
00:42:15,27.8
00:42:20,37.4
00:42:25,39.7
00:42:30,34.3
00:42:35,30.7
00:42:40,32.8
00:42:45,32.0
00:42:50,35.1
00:42:55,34.3
00:43:00,35.4
00:43:05,36.6
00:43:10,31.3
00:43:15,30.3
00:43:20,35.9
00:43:25,34.3
00:43:30,37.1
00:43:35,36.5
00:43:40,37.3
00:43:45,36.5
00:43:50,33.3
00:43:55,33.2
00:44:00,29.6
00:44:05,36.7
00:44:10,37.4
00:44:15,31.7
00:44:20,32.5
00:44:25,35.9
00:44:30,33.1
00:44:35,35.5
00:44:40,39.1
00:44:45,36.1
00:44:50,35.7
00:44:55,29.8
00:45:00,35.3
00:45:05,34.1
00:45:10,34.9
00:45:15,36.6
00:45:20,32.9
00:45:25,33.9
00:45:30,32.7
00:45:35,35.5
00:45:40,32.1
00:45:45,32.6
00:45:50,32.3
00:45:55,33.3
00:46:00,36.8
00:46:05,32.9
00:46:10,41.3
00:46:15,35.9
00:46:20,35.1
00:46:25,30.8
00:46:30,38.9
00:46:35,39.0
00:46:40,37.9
00:46:45,31.8
00:46:50,34.1
00:46:55,33.1
00:47:00,35.2
00:47:05,33.9
00:47:10,39.7
00:47:15,34.0
00:47:20,36.9
00:47:25,33.1
00:47:30,34.2
00:47:35,34.6
00:47:40,34.8
00:47:45,36.4
00:47:50,30.7
00:47:55,29.8
00:48:00,37.7
00:48:05,36.6
00:48:10,38.1
00:48:15,35.0
00:48:20,36.9
00:48:25,36.0
00:48:30,36.8
00:48:35,33.6
00:48:40,33.6
00:48:45,37.6
00:48:50,33.2
00:48:55,33.8
00:49:00,31.5
00:49:05,37.4
00:49:10,34.4
00:49:15,33.1
00:49:20,34.9
00:49:25,38.7
00:49:30,33.7
00:49:35,33.8
00:49:40,37.8
00:49:45,32.7
00:49:50,37.7
00:49:55,37.4
00:50:00,35.1
00:50:05,32.3
00:50:10,35.4
00:50:15,36.0
00:50:20,35.2
00:50:25,35.4
00:50:30,37.5
00:50:35,34.6
00:50:40,33.2
00:50:45,32.7
00:50:50,33.0
00:50:55,31.8
00:51:00,35.4
00:51:05,33.1
00:51:10,37.7
00:51:15,33.6
00:51:20,47.9
00:51:25,30.6
00:51:30,36.1
00:51:35,31.7
00:51:40,33.0
00:51:45,36.4
00:51:50,33.1
00:51:55,32.9
00:52:00,36.4
00:52:05,34.6
00:52:10,35.1
00:52:15,38.9
00:52:20,39.6
00:52:25,33.9
00:52:30,37.3
00:52:35,35.8
00:52:40,33.4
00:52:45,31.4
00:52:50,32.7
00:52:55,33.3
00:53:00,32.2
00:53:05,35.3
00:53:10,35.6
00:53:15,40.4
00:53:20,32.4
00:53:25,32.2
00:53:30,30.3
00:53:35,36.4
00:53:40,39.6
00:53:45,34.1
00:53:50,33.9
00:53:55,35.5
00:54:00,35.6
00:54:05,39.1
00:54:10,34.9
00:54:15,32.4
00:54:20,35.2
00:54:25,32.0
00:54:30,33.9
00:54:35,36.1
00:54:40,35.4
00:54:45,52.6
00:54:50,31.4
00:54:55,32.9
00:55:00,36.9
00:55:05,32.4
00:55:10,30.7
00:55:15,38.9
00:55:20,33.8
00:55:25,37.6
00:55:30,35.2
00:55:35,38.5
00:55:40,33.2
00:55:45,32.6
00:55:50,34.1
00:55:55,34.6
00:56:00,35.0
00:56:05,34.0
00:56:10,33.9
00:56:15,37.2
00:56:20,39.7
00:56:25,36.3
00:56:30,39.9
00:56:35,34.4
00:56:40,36.2
00:56:45,33.8
00:56:50,35.1
00:56:55,37.0
00:57:00,35.7
00:57:05,30.7
00:57:10,38.1
00:57:15,36.1
00:57:20,35.8
00:57:25,36.2
00:57:30,40.2
00:57:35,36.2
00:57:40,33.7
00:57:45,35.8
00:57:50,35.3
00:57:55,37.0
00:58:00,32.7
00:58:05,31.4
00:58:10,37.4
00:58:15,35.9
00:58:20,36.3
00:58:25,37.0
00:58:30,35.9
00:58:35,38.7
00:58:40,35.6
00:58:45,33.6
00:58:50,35.8
00:58:55,30.0
00:59:00,37.4
00:59:05,37.1
00:59:10,38.6
00:59:15,39.0
00:59:20,35.1
00:59:25,33.2
00:59:30,37.5
00:59:35,32.5
00:59:40,34.1
00:59:45,32.6
00:59:50,30.8
00:59:55,31.3
01:00:00,36.1
01:00:05,36.4
01:00:10,37.3
01:00:15,37.4
01:00:20,37.5
01:00:25,34.9
01:00:30,35.0
01:00:35,37.6
01:00:40,38.6
01:00:45,38.8
01:00:50,32.0
01:00:55,35.7
01:01:00,33.2
01:01:05,35.6
01:01:10,34.2
01:01:15,35.2
01:01:20,34.1
01:01:25,35.9
01:01:30,37.0
01:01:35,36.2
01:01:40,37.6
01:01:45,36.7
01:01:50,35.9
01:01:55,34.9
01:02:00,31.1
01:02:05,33.5
01:02:10,33.2
01:02:15,37.7
01:02:20,32.8
01:02:25,35.1
01:02:30,33.5
01:02:35,36.4
01:02:40,40.6
01:02:45,35.4
01:02:50,32.1
01:02:55,47.2
01:03:00,35.5
01:03:05,33.9
01:03:10,30.5
01:03:15,36.9
01:03:20,35.3
01:03:25,38.3
01:03:30,35.3
01:03:35,30.1
01:03:40,37.6
01:03:45,31.8
01:03:50,34.5
01:03:55,30.4
01:04:00,33.5
01:04:05,32.9
01:04:10,37.9
01:04:15,32.7
01:04:20,39.8
01:04:25,34.9
01:04:30,35.2
01:04:35,32.8
01:04:40,39.3
01:04:45,34.6
01:04:50,39.1
01:04:55,39.5
01:05:00,35.4
01:05:05,34.5
01:05:10,33.0
01:05:15,40.5
01:05:20,34.3
01:05:25,33.8
01:05:30,36.5
01:05:35,34.0
01:05:40,33.6
01:05:45,39.7
01:05:50,36.0
01:05:55,38.4
01:06:00,35.9
01:06:05,32.7
01:06:10,35.4
01:06:15,32.0
01:06:20,40.0
01:06:25,34.5
01:06:30,34.9
01:06:35,38.8
01:06:40,36.6
01:06:45,38.1
01:06:50,30.0
01:06:55,34.8
01:07:00,36.8
01:07:05,35.0
01:07:10,34.5
01:07:15,35.1
01:07:20,31.2
01:07:25,37.2
01:07:30,35.1
01:07:35,31.3
01:07:40,34.6
01:07:45,31.3
01:07:50,34.4
01:07:55,32.3
01:08:00,34.3
01:08:05,35.4
01:08:10,29.6
01:08:15,33.3
01:08:20,32.8
01:08:25,34.3
01:08:30,36.7
01:08:35,36.6
01:08:40,35.1
01:08:45,34.5
01:08:50,36.6
01:08:55,35.8
01:09:00,34.4
01:09:05,33.5
01:09:10,36.0
01:09:15,36.6
01:09:20,34.1
01:09:25,34.1
01:09:30,34.1
01:09:35,35.2
01:09:40,32.9
01:09:45,35.5
01:09:50,39.3
01:09:55,30.6
01:10:00,31.9
01:10:05,33.9
01:10:10,31.3
01:10:15,34.6
01:10:20,38.2
01:10:25,31.9
01:10:30,35.9
01:10:35,34.0
01:10:40,34.8
01:10:45,32.4
01:10:50,30.2
01:10:55,31.2
01:11:00,35.6
01:11:05,34.9
01:11:10,33.3
01:11:15,29.2
01:11:20,34.1
01:11:25,34.8
01:11:30,32.3
01:11:35,38.8
01:11:40,31.6
01:11:45,38.4
01:11:50,37.6
01:11:55,37.7
01:12:00,30.7
01:12:05,38.4
01:12:10,32.2
01:12:15,34.1
01:12:20,35.3
01:12:25,35.0
01:12:30,35.1
01:12:35,35.4
01:12:40,34.2
01:12:45,34.2
01:12:50,34.1
01:12:55,37.1
01:13:00,37.7
01:13:05,35.5
01:13:10,35.3
01:13:15,37.4
01:13:20,34.3
01:13:25,40.7
01:13:30,40.1
01:13:35,38.5
01:13:40,32.8
01:13:45,31.2
01:13:50,34.4
01:13:55,36.5
01:14:00,37.5
01:14:05,30.3
01:14:10,39.0
01:14:15,39.5
01:14:20,39.9
01:14:25,36.7
01:14:30,37.9
01:14:35,44.0
01:14:40,33.0
01:14:45,39.7
01:14:50,41.5
01:14:55,33.7
01:15:00,33.8
01:15:05,32.8
01:15:10,33.0
01:15:15,33.5
01:15:20,32.1
01:15:25,33.0
01:15:30,47.6
01:15:35,49.5
01:15:40,31.4
01:15:45,31.7
01:15:50,35.8
01:15:55,32.5
01:16:00,31.6
01:16:05,35.9
01:16:10,33.1
01:16:15,30.1
01:16:20,31.9
01:16:25,29.9
01:16:30,35.4
01:16:35,31.7
01:16:40,34.8
01:16:45,33.4
01:16:50,34.3
01:16:55,33.1
01:17:00,35.6
01:17:05,34.8
01:17:10,32.1
01:17:15,32.9
01:17:20,30.6
01:17:25,34.0
01:17:30,30.8
01:17:35,32.4
01:17:40,30.9
01:17:45,32.5
01:17:50,33.9
01:17:55,34.9
01:18:00,32.0
01:18:05,28.8
01:18:10,32.1
01:18:15,35.2
01:18:20,35.0
01:18:25,33.4
01:18:30,27.8
01:18:35,32.3
01:18:40,35.5
01:18:45,35.2
01:18:50,30.3
01:18:55,35.1
01:19:00,29.7
01:19:05,33.5
01:19:10,53.5
01:19:15,29.5
01:19:20,31.8
01:19:25,31.4
01:19:30,28.7
01:19:35,28.4
01:19:40,32.5
01:19:45,33.7
01:19:50,31.5
01:19:55,29.7
01:20:00,31.8
01:20:05,29.3
01:20:10,32.9
01:20:15,33.8
01:20:20,32.0
01:20:25,31.1
01:20:30,29.3
01:20:35,33.8
01:20:40,30.9
01:20:45,33.3
01:20:50,32.8
01:20:55,32.5
01:21:00,34.1
01:21:05,30.2
01:21:10,38.6
01:21:15,32.3
01:21:20,30.4
01:21:25,33.4
01:21:30,35.8
01:21:35,32.2
01:21:40,33.3
01:21:45,33.7
01:21:50,31.8
01:21:55,37.6
01:22:00,30.5
01:22:05,34.5
01:22:10,30.6
01:22:15,29.2
01:22:20,33.8
01:22:25,29.7
01:22:30,32.4
01:22:35,33.4
01:22:40,34.9
01:22:45,33.4
01:22:50,29.9
01:22:55,29.0
01:23:00,29.9
01:23:05,32.7
01:23:10,30.1
01:23:15,33.7
01:23:20,29.8
01:23:25,32.8
01:23:30,31.5
01:23:35,33.1
01:23:40,34.8
01:23:45,29.7
01:23:50,31.6
01:23:55,30.1
01:24:00,33.2
01:24:05,33.7
01:24:10,32.3
01:24:15,33.2
01:24:20,30.5
01:24:25,28.9
01:24:30,28.3
01:24:35,27.9
01:24:40,33.3
01:24:45,28.2
01:24:50,35.0
01:24:55,32.0
01:25:00,31.5
01:25:05,34.4
01:25:10,32.7
01:25:15,35.0
01:25:20,29.4
01:25:25,28.9
01:25:30,31.1
01:25:35,30.8
01:25:40,33.1
01:25:45,30.4
01:25:50,33.2
01:25:55,31.5
01:26:00,30.8
01:26:05,34.9
01:26:10,32.6
01:26:15,33.1
01:26:20,33.1
01:26:25,30.0
01:26:30,33.0
01:26:35,29.7
01:26:40,32.2
01:26:45,30.1
01:26:50,29.8
01:26:55,30.4
01:27:00,32.0
01:27:05,34.1
01:27:10,32.1
01:27:15,33.9
01:27:20,33.7
01:27:25,31.5
01:27:30,33.7
01:27:35,29.9
01:27:40,31.0
01:27:45,55.4
01:27:50,39.2
01:27:55,36.3
01:28:00,33.3
01:28:05,32.8
01:28:10,32.1
01:28:15,33.9
01:28:20,31.5
01:28:25,31.1
01:28:30,29.7
01:28:35,29.8
01:28:40,38.6
01:28:45,34.2
01:28:50,32.5
01:28:55,30.6
01:29:00,27.7
01:29:05,30.0
01:29:10,31.0
01:29:15,32.7
01:29:20,33.3
01:29:25,33.9
01:29:30,29.3
01:29:35,30.9
01:29:40,30.1
01:29:45,32.4
01:29:50,31.2
01:29:55,31.6
01:30:00,30.8
01:30:05,35.2
01:30:10,28.3
01:30:15,29.9
01:30:20,54.2
01:30:25,30.3
01:30:30,34.0
01:30:35,36.4
01:30:40,28.3
01:30:45,31.0
01:30:50,33.2
01:30:55,33.0
01:31:00,30.0
01:31:05,30.8
01:31:10,34.7
01:31:15,28.3
01:31:20,34.9
01:31:25,32.0
01:31:30,30.7
01:31:35,31.0
01:31:40,31.0
01:31:45,29.1
01:31:50,27.8
01:31:55,28.1
01:32:00,31.0
01:32:05,26.1
01:32:10,31.2
01:32:15,37.0
01:32:20,33.7
01:32:25,28.7
01:32:30,34.7
01:32:35,35.9
01:32:40,30.5
01:32:45,35.3
01:32:50,31.8
01:32:55,33.6
01:33:00,31.4
01:33:05,34.4
01:33:10,31.6
01:33:15,31.0
01:33:20,34.3
01:33:25,29.3
01:33:30,33.3
01:33:35,31.5
01:33:40,31.5
01:33:45,32.8
01:33:50,32.0
01:33:55,33.8
01:34:00,33.9
01:34:05,33.0
01:34:10,33.4
01:34:15,31.5
01:34:20,32.4
01:34:25,32.4
01:34:30,33.3
01:34:35,27.8
01:34:40,33.2
01:34:45,31.7
01:34:50,29.5
01:34:55,34.3
01:35:00,34.4
01:35:05,34.2
01:35:10,33.1
01:35:15,31.1
01:35:20,29.2
01:35:25,31.9
01:35:30,31.2
01:35:35,32.6
01:35:40,33.1
01:35:45,32.5
01:35:50,32.5
01:35:55,33.1
01:36:00,30.6
01:36:05,28.6
01:36:10,33.1
01:36:15,34.1
01:36:20,30.6
01:36:25,33.1
01:36:30,32.2
01:36:35,32.7
01:36:40,31.0
01:36:45,34.2
01:36:50,35.5
01:36:55,30.2
01:37:00,29.2
01:37:05,31.7
01:37:10,33.5
01:37:15,33.0
01:37:20,30.4
01:37:25,32.3
01:37:30,31.8
01:37:35,33.8
01:37:40,32.8
01:37:45,32.8
01:37:50,33.6
01:37:55,34.3
01:38:00,32.0
01:38:05,31.1
01:38:10,31.6
01:38:15,33.8
01:38:20,30.6
01:38:25,30.5
01:38:30,31.4
01:38:35,31.0
01:38:40,32.6
01:38:45,31.6
01:38:50,36.2
01:38:55,31.1
01:39:00,33.1
01:39:05,33.5
01:39:10,32.4
01:39:15,37.1
01:39:20,30.2
01:39:25,34.3
01:39:30,30.1
01:39:35,32.7
01:39:40,31.1
01:39:45,30.6
01:39:50,34.3
01:39:55,35.5
01:40:00,36.1
01:40:05,31.5
01:40:10,31.7
01:40:15,30.6
01:40:20,33.2
01:40:25,32.0
01:40:30,32.4
01:40:35,33.9
01:40:40,31.4
01:40:45,29.6
01:40:50,32.2
01:40:55,30.0
01:41:00,30.6
01:41:05,34.7
01:41:10,33.4
01:41:15,30.7
01:41:20,34.9
01:41:25,35.1
