시간,dB
23:59:25,33.7
23:59:30,31.7
23:59:35,31.0
23:59:40,33.0
23:59:45,28.1
23:59:50,32.7
23:59:55,28.0
00:00:00,33.2
00:00:05,31.2
00:00:10,33.9
00:00:15,32.5
00:00:20,33.6
00:00:25,33.1
00:00:30,31.5
00:00:35,34.4
00:00:40,35.5
00:00:45,33.3
00:00:50,35.7
00:00:55,33.4
00:01:00,35.2
00:01:05,36.2
00:01:10,36.2
00:01:15,37.9
00:01:20,32.8
00:01:25,37.0
00:01:30,32.3
00:01:35,31.3
00:01:40,30.8
00:01:45,33.6
00:01:50,34.9
00:01:55,32.3
00:02:00,34.7
00:02:05,30.5
00:02:10,36.9
00:02:15,36.6
00:02:20,36.8
00:02:25,33.0
00:02:30,30.1
00:02:35,32.8
00:02:40,30.3
00:02:45,36.4
00:02:50,30.1
00:02:55,34.3
00:03:00,35.5
00:03:05,31.1
00:03:10,33.0
00:03:15,35.2
00:03:20,38.3
00:03:25,32.0
00:03:30,32.2
00:03:35,35.5
00:03:40,36.3
00:03:45,34.2
00:03:50,35.1
00:03:55,36.2
00:04:00,28.8
00:04:05,31.5
00:04:10,29.1
00:04:15,33.6
00:04:20,33.9
00:04:25,34.3
00:04:30,30.4
00:04:35,32.3
00:04:40,37.1
00:04:45,32.6
00:04:50,34.5
00:04:55,35.3
00:05:00,33.5
00:05:05,34.6
00:05:10,40.8
00:05:15,32.9
00:05:20,30.1
00:05:25,34.0
00:05:30,35.2
00:05:35,35.9
00:05:40,33.4
00:05:45,30.6
00:05:50,33.6
00:05:55,30.4
00:06:00,31.5
00:06:05,33.3
00:06:10,33.9
00:06:15,33.1
00:06:20,32.8
00:06:25,36.1
00:06:30,34.3
00:06:35,35.9
00:06:40,33.0
00:06:45,38.6
00:06:50,36.6
00:06:55,32.3
00:07:00,31.2
00:07:05,35.8
00:07:10,36.1
00:07:15,36.2
00:07:20,32.3
00:07:25,32.0
00:07:30,30.9
00:07:35,37.9
00:07:40,31.9
00:07:45,36.4
00:07:50,35.0
00:07:55,34.3
00:08:00,34.2
00:08:05,36.9
00:08:10,34.7
00:08:15,36.6
00:08:20,34.5
00:08:25,35.6
00:08:30,36.7
00:08:35,35.5
00:08:40,36.5
00:08:45,34.9
00:08:50,31.1
00:08:55,35.3
00:09:00,31.8
00:09:05,32.7
00:09:10,33.3
00:09:15,32.4
00:09:20,36.8
00:09:25,37.6
00:09:30,34.2
00:09:35,37.3
00:09:40,34.2
00:09:45,34.5
00:09:50,33.4
00:09:55,33.4
00:10:00,34.6
00:10:05,35.7
00:10:10,34.8
00:10:15,37.6
00:10:20,35.4
00:10:25,31.2
00:10:30,36.3
00:10:35,31.1
00:10:40,36.4
00:10:45,36.6
00:10:50,34.0
00:10:55,31.3
00:11:00,33.5
00:11:05,33.4
00:11:10,31.4
00:11:15,46.6
00:11:20,32.1
00:11:25,32.8
00:11:30,31.6
00:11:35,37.2
00:11:40,32.8
00:11:45,38.2
00:11:50,30.0
00:11:55,31.0
00:12:00,32.1
00:12:05,33.7
00:12:10,35.6
00:12:15,35.3
00:12:20,34.5
00:12:25,35.0
00:12:30,35.6
00:12:35,32.9
00:12:40,29.8
00:12:45,35.3
00:12:50,34.5
00:12:55,32.8
00:13:00,35.9
00:13:05,33.1
00:13:10,32.9
00:13:15,32.4
00:13:20,40.3
00:13:25,32.7
00:13:30,35.2
00:13:35,35.5
00:13:40,39.9
00:13:45,33.0
00:13:50,33.8
00:13:55,33.1
00:14:00,32.7
00:14:05,35.5
00:14:10,30.9
00:14:15,35.7
00:14:20,36.2
00:14:25,36.8
00:14:30,32.6
00:14:35,34.2
00:14:40,34.4
00:14:45,31.2
00:14:50,34.3
00:14:55,33.7
00:15:00,30.5
00:15:05,32.2
00:15:10,33.5
00:15:15,30.6
00:15:20,35.5
00:15:25,33.4
00:15:30,32.7
00:15:35,36.5
00:15:40,40.1
00:15:45,33.7
00:15:50,42.6
00:15:55,36.4
00:16:00,37.4
00:16:05,35.2
00:16:10,34.4
00:16:15,37.6
00:16:20,31.9
00:16:25,35.3
00:16:30,36.1
00:16:35,33.8
00:16:40,32.7
00:16:45,33.1
00:16:50,36.8
00:16:55,36.4
00:17:00,34.9
00:17:05,33.7
00:17:10,35.0
00:17:15,35.4
00:17:20,31.9
00:17:25,33.8
00:17:30,36.9
00:17:35,34.6
00:17:40,31.9
00:17:45,41.9
00:17:50,34.9
00:17:55,34.1
00:18:00,31.4
00:18:05,34.9
00:18:10,32.6
00:18:15,32.7
00:18:20,31.7
00:18:25,31.6
00:18:30,35.8
00:18:35,35.1
00:18:40,34.9
00:18:45,35.8
00:18:50,35.1
00:18:55,30.6
00:19:00,31.7
00:19:05,38.3
00:19:10,36.9
00:19:15,34.3
00:19:20,33.2
00:19:25,31.4
00:19:30,31.8
00:19:35,35.1
00:19:40,33.7
00:19:45,34.0
00:19:50,35.8
00:19:55,31.2
00:20:00,34.9
00:20:05,34.1
00:20:10,32.7
00:20:15,30.5
00:20:20,36.3
00:20:25,35.9
00:20:30,32.9
00:20:35,32.1
00:20:40,36.5
00:20:45,35.4
00:20:50,47.0
00:20:55,36.1
00:21:00,37.8
00:21:05,33.2
00:21:10,36.4
00:21:15,30.6
00:21:20,33.7
00:21:25,34.6
00:21:30,33.9
00:21:35,29.7
00:21:40,35.3
00:21:45,34.9
00:21:50,35.2
00:21:55,32.0
00:22:00,32.8
00:22:05,32.6
00:22:10,33.0
00:22:15,37.7
00:22:20,34.0
00:22:25,31.8
00:22:30,30.7
00:22:35,28.7
00:22:40,37.5
00:22:45,33.2
00:22:50,45.3
00:22:55,28.8
00:23:00,38.1
00:23:05,35.3
00:23:10,38.2
00:23:15,33.4
00:23:20,34.4
00:23:25,35.5
00:23:30,34.3
00:23:35,37.8
00:23:40,33.5
00:23:45,35.9
00:23:50,35.6
00:23:55,34.2
00:24:00,30.7
00:24:05,32.8
00:24:10,38.2
00:24:15,34.8
00:24:20,33.4
00:24:25,33.5
00:24:30,31.7
00:24:35,34.8
00:24:40,32.7
00:24:45,35.9
00:24:50,29.9
00:24:55,32.2
00:25:00,35.7
00:25:05,36.2
00:25:10,37.5
00:25:15,36.3
00:25:20,31.1
00:25:25,34.8
00:25:30,36.7
00:25:35,35.1
00:25:40,31.5
00:25:45,32.6
00:25:50,39.0
00:25:55,34.5
00:26:00,34.1
00:26:05,33.9
00:26:10,35.4
00:26:15,36.0
00:26:20,30.7
00:26:25,33.0
00:26:30,32.8
00:26:35,36.0
00:26:40,34.5
00:26:45,39.2
00:26:50,37.4
00:26:55,32.0
00:27:00,37.9
00:27:05,30.0
00:27:10,34.8
00:27:15,37.2
00:27:20,35.5
00:27:25,32.6
00:27:30,34.0
00:27:35,34.8
00:27:40,33.5
00:27:45,34.2
00:27:50,33.9
00:27:55,34.4
00:28:00,34.9
00:28:05,36.4
00:28:10,33.1
00:28:15,33.6
00:28:20,33.4
00:28:25,32.6
00:28:30,36.1
00:28:35,31.6
00:28:40,33.9
00:28:45,31.9
00:28:50,33.5
00:28:55,34.9
00:29:00,33.1
00:29:05,31.9
00:29:10,30.7
00:29:15,33.6
00:29:20,36.1
00:29:25,35.7
00:29:30,34.3
00:29:35,34.4
00:29:40,30.1
00:29:45,34.0
00:29:50,33.4
00:29:55,33.1
00:30:00,31.2
00:30:05,33.3
00:30:10,32.5
00:30:15,34.9
00:30:20,33.0
00:30:25,35.2
00:30:30,34.6
00:30:35,32.4
00:30:40,35.0
00:30:45,29.3
00:30:50,31.3
00:30:55,33.3
00:31:00,33.9
00:31:05,34.9
00:31:10,35.6
00:31:15,31.3
00:31:20,34.9
00:31:25,41.6
00:31:30,31.0
00:31:35,35.4
00:31:40,35.3
00:31:45,32.5
00:31:50,36.3
00:31:55,33.1
00:32:00,34.2
00:32:05,38.7
00:32:10,34.1
00:32:15,31.7
00:32:20,31.8
00:32:25,30.1
00:32:30,33.9
00:32:35,32.4
00:32:40,35.1
00:32:45,33.7
00:32:50,33.9
00:32:55,30.7
00:33:00,35.0
00:33:05,32.7
00:33:10,34.7
00:33:15,34.5
00:33:20,33.7
00:33:25,36.0
00:33:30,33.6
00:33:35,30.7
00:33:40,33.5
00:33:45,32.7
00:33:50,34.9
00:33:55,35.1
00:34:00,31.8
00:34:05,35.7
00:34:10,34.0
00:34:15,30.9
00:34:20,29.2
00:34:25,33.9
00:34:30,33.0
00:34:35,38.5
00:34:40,32.7
00:34:45,31.1
00:34:50,35.9
00:34:55,34.1
00:35:00,35.9
00:35:05,37.1
00:35:10,36.2
00:35:15,32.0
00:35:20,38.7
00:35:25,49.0
00:35:30,30.6
00:35:35,32.3
00:35:40,35.8
00:35:45,38.8
00:35:50,33.4
00:35:55,32.8
00:36:00,33.9
00:36:05,28.3
00:36:10,31.6
00:36:15,35.0
00:36:20,35.0
00:36:25,30.3
00:36:30,32.3
00:36:35,32.6
00:36:40,32.3
00:36:45,30.9
00:36:50,35.0
00:36:55,38.1
00:37:00,32.2
00:37:05,33.3
00:37:10,35.8
00:37:15,33.9
00:37:20,34.2
00:37:25,31.8
00:37:30,31.1
00:37:35,32.7
00:37:40,32.1
00:37:45,28.3
00:37:50,34.0
00:37:55,30.0
00:38:00,33.5
00:38:05,32.9
00:38:10,33.8
00:38:15,32.4
00:38:20,31.7
00:38:25,34.5
00:38:30,32.9
00:38:35,30.4
00:38:40,32.4
00:38:45,30.9
00:38:50,37.5
00:38:55,34.6
00:39:00,30.3
00:39:05,32.1
00:39:10,30.9
00:39:15,34.4
00:39:20,33.2
00:39:25,33.0
00:39:30,30.4
00:39:35,49.3
00:39:40,31.8
00:39:45,33.0
00:39:50,34.0
00:39:55,30.9
00:40:00,27.2
00:40:05,32.9
00:40:10,31.8
00:40:15,33.3
00:40:20,33.7
00:40:25,30.2
00:40:30,35.6
00:40:35,33.0
00:40:40,33.9
00:40:45,28.8
00:40:50,29.6
00:40:55,28.8
00:41:00,30.7
00:41:05,31.5
00:41:10,33.4
00:41:15,32.0
00:41:20,34.0
00:41:25,34.9
00:41:30,33.2
00:41:35,31.3
00:41:40,35.2
00:41:45,29.0
00:41:50,33.9
00:41:55,29.8
00:42:00,32.5
00:42:05,31.9
00:42:10,33.4
00:42:15,33.0
00:42:20,31.4
00:42:25,32.8
00:42:30,32.5
00:42:35,33.0
00:42:40,28.9
00:42:45,29.9
00:42:50,32.8
00:42:55,28.7
00:43:00,31.4
00:43:05,30.6
00:43:10,33.1
00:43:15,32.0
00:43:20,29.6
00:43:25,30.9
00:43:30,33.4
00:43:35,32.1
00:43:40,34.1
00:43:45,33.3
00:43:50,31.3
00:43:55,30.5
00:44:00,29.4
00:44:05,34.2
00:44:10,33.5
00:44:15,35.0
00:44:20,32.7
00:44:25,30.0
00:44:30,33.5
00:44:35,30.9
00:44:40,27.6
00:44:45,48.4
00:44:50,32.3
00:44:55,33.6
00:45:00,31.1
00:45:05,30.7
00:45:10,34.6
00:45:15,30.7
00:45:20,32.0
00:45:25,34.9
00:45:30,32.5
00:45:35,30.0
00:45:40,28.0
00:45:45,33.1
00:45:50,34.1
00:45:55,33.3
00:46:00,30.4
00:46:05,33.9
00:46:10,27.9
00:46:15,31.5
00:46:20,36.3
00:46:25,31.2
00:46:30,31.5
00:46:35,27.6
00:46:40,33.1
00:46:45,35.2
00:46:50,32.6
00:46:55,30.4
00:47:00,31.8
00:47:05,33.8
00:47:10,30.8
00:47:15,33.2
00:47:20,30.2
00:47:25,28.6
00:47:30,28.2
00:47:35,33.1
00:47:40,35.9
00:47:45,32.5
00:47:50,32.6
00:47:55,49.1
00:48:00,29.9
00:48:05,34.8
00:48:10,31.1
00:48:15,34.4
00:48:20,30.2
00:48:25,29.4
00:48:30,31.5
00:48:35,29.9
00:48:40,34.3
00:48:45,27.9
00:48:50,32.5
00:48:55,30.8
00:49:00,30.4
00:49:05,31.0
00:49:10,30.4
00:49:15,31.0
00:49:20,45.4
00:49:25,32.6
00:49:30,32.3
00:49:35,30.6
00:49:40,29.7
00:49:45,31.8
00:49:50,27.1
00:49:55,27.0
00:50:00,31.4
00:50:05,47.2
00:50:10,31.1
00:50:15,31.7
00:50:20,31.7
00:50:25,30.3
00:50:30,29.6
00:50:35,36.1
00:50:40,32.3
00:50:45,33.4
00:50:50,32.0
00:50:55,32.5
00:51:00,35.1
00:51:05,28.5
00:51:10,32.4
00:51:15,37.4
00:51:20,31.1
00:51:25,31.3
00:51:30,33.4
00:51:35,32.3
00:51:40,30.9
00:51:45,33.9
00:51:50,33.2
00:51:55,32.8
00:52:00,28.7
00:52:05,30.9
00:52:10,32.7
00:52:15,31.9
00:52:20,27.1
00:52:25,30.3
00:52:30,32.3
00:52:35,32.5
00:52:40,33.3
00:52:45,31.9
00:52:50,32.4
00:52:55,31.7
00:53:00,30.3
00:53:05,32.4
00:53:10,32.4
00:53:15,33.9
00:53:20,31.6
00:53:25,33.5
00:53:30,34.2
00:53:35,31.9
00:53:40,30.4
00:53:45,35.3
00:53:50,27.8
00:53:55,32.5
00:54:00,33.0
00:54:05,31.1
00:54:10,30.2
00:54:15,34.3
00:54:20,31.7
00:54:25,31.1
00:54:30,31.6
00:54:35,31.2
00:54:40,27.8
00:54:45,33.7
00:54:50,32.8
00:54:55,34.1
00:55:00,34.9
00:55:05,31.8
00:55:10,35.6
00:55:15,35.0
00:55:20,32.2
00:55:25,30.2
00:55:30,34.5
00:55:35,33.0
00:55:40,31.8
00:55:45,30.4
00:55:50,33.8
00:55:55,33.2
00:56:00,29.6
00:56:05,31.4
00:56:10,34.0
00:56:15,31.6
00:56:20,34.5
00:56:25,30.8
00:56:30,30.1
00:56:35,33.1
00:56:40,32.9
00:56:45,31.8
00:56:50,34.2
00:56:55,27.4
00:57:00,34.9
00:57:05,31.3
00:57:10,31.2
00:57:15,27.8
00:57:20,35.2
00:57:25,33.6
00:57:30,31.0
00:57:35,33.5
00:57:40,33.6
00:57:45,31.8
00:57:50,31.8
00:57:55,30.5
00:58:00,34.8
00:58:05,31.3
00:58:10,31.2
00:58:15,31.3
00:58:20,31.2
00:58:25,33.6
00:58:30,30.0
00:58:35,29.5
00:58:40,31.9
00:58:45,31.6
00:58:50,30.1
00:58:55,32.4
00:59:00,29.7
00:59:05,33.1
00:59:10,35.5
00:59:15,29.1
00:59:20,34.6
00:59:25,29.8
00:59:30,28.2
00:59:35,33.1
00:59:40,31.6
00:59:45,31.3
00:59:50,32.3
00:59:55,31.3
01:00:00,31.1
01:00:05,36.5
01:00:10,32.4
01:00:15,29.6
01:00:20,31.1
01:00:25,50.4
01:00:30,29.9
01:00:35,28.5
01:00:40,32.0
01:00:45,28.3
01:00:50,32.0
01:00:55,34.5
01:01:00,29.3
01:01:05,32.2
01:01:10,31.9
01:01:15,34.5
01:01:20,29.4
01:01:25,31.2
01:01:30,33.1
01:01:35,36.9
01:01:40,35.9
01:01:45,34.0
01:01:50,29.5
01:01:55,30.1
01:02:00,31.3
01:02:05,35.4
01:02:10,33.7
01:02:15,31.6
01:02:20,31.2
01:02:25,32.7
01:02:30,29.8
01:02:35,36.2
01:02:40,37.0
01:02:45,31.5
01:02:50,29.5
01:02:55,35.5
01:03:00,30.5
01:03:05,34.2
01:03:10,34.2
01:03:15,30.9
01:03:20,33.3
01:03:25,32.3
01:03:30,28.5
01:03:35,32.6
01:03:40,36.4
01:03:45,27.3
01:03:50,35.3
01:03:55,31.0
01:04:00,29.0
01:04:05,27.8
01:04:10,29.4
01:04:15,34.5
01:04:20,30.8
01:04:25,30.1
01:04:30,30.5
01:04:35,32.2
01:04:40,31.8
01:04:45,34.1
01:04:50,34.9
01:04:55,32.6
01:05:00,31.5
01:05:05,30.9
01:05:10,34.5
01:05:15,33.3
01:05:20,31.1
01:05:25,30.0
01:05:30,34.7
01:05:35,34.1
01:05:40,34.8
01:05:45,31.1
01:05:50,30.1
01:05:55,32.7
01:06:00,35.5
01:06:05,32.3
01:06:10,32.7
01:06:15,31.0
01:06:20,32.6
01:06:25,34.9
01:06:30,33.3
01:06:35,30.4
01:06:40,28.5
01:06:45,33.3
01:06:50,32.2
01:06:55,35.1
01:07:00,35.1
01:07:05,32.1
01:07:10,30.1
01:07:15,29.7
01:07:20,32.9
01:07:25,31.7
01:07:30,30.5
01:07:35,30.4
01:07:40,29.5
01:07:45,33.3
01:07:50,30.9
01:07:55,32.4
01:08:00,31.7
01:08:05,30.7
01:08:10,31.0
01:08:15,31.8
01:08:20,33.7
01:08:25,30.8
01:08:30,32.1
01:08:35,31.2
01:08:40,35.7
01:08:45,32.3
01:08:50,33.2
01:08:55,33.5
01:09:00,31.5
01:09:05,35.8
01:09:10,32.3
01:09:15,34.4
01:09:20,32.1
01:09:25,33.5
01:09:30,35.0
01:09:35,30.9
01:09:40,35.8
01:09:45,33.0
01:09:50,29.8
01:09:55,33.1
01:10:00,31.6
01:10:05,33.1
01:10:10,32.5
01:10:15,35.8
01:10:20,34.3
01:10:25,34.4
01:10:30,34.2
01:10:35,30.2
01:10:40,34.3
01:10:45,30.0
01:10:50,31.7
01:10:55,32.0
01:11:00,32.1
01:11:05,29.4
01:11:10,33.0
01:11:15,32.0
01:11:20,28.6
01:11:25,34.2
01:11:30,34.1
01:11:35,26.6
01:11:40,34.8
01:11:45,33.2
01:11:50,31.5
01:11:55,30.1
01:12:00,30.5
01:12:05,32.0
01:12:10,29.9
01:12:15,31.3
01:12:20,34.0
01:12:25,34.0
01:12:30,31.8
01:12:35,29.0
01:12:40,32.4
01:12:45,29.4
01:12:50,34.3
01:12:55,31.0
01:13:00,33.6
01:13:05,33.4
01:13:10,32.7
01:13:15,30.2
01:13:20,32.3
01:13:25,32.6
01:13:30,31.0
01:13:35,34.6
01:13:40,29.5
01:13:45,30.2
01:13:50,33.1
01:13:55,32.3
01:14:00,33.5
01:14:05,38.0
01:14:10,30.4
01:14:15,30.2
01:14:20,32.6
01:14:25,31.8
01:14:30,30.3
01:14:35,31.1
01:14:40,33.7
01:14:45,33.3
01:14:50,32.9
01:14:55,32.3
01:15:00,34.9
01:15:05,28.5
01:15:10,32.3
01:15:15,33.0
01:15:20,33.4
01:15:25,33.9
01:15:30,32.2
01:15:35,29.9
01:15:40,32.3
01:15:45,31.4
01:15:50,31.0
01:15:55,27.1
01:16:00,32.5
01:16:05,31.7
01:16:10,31.6
01:16:15,33.2
01:16:20,36.1
01:16:25,35.2
01:16:30,29.0
01:16:35,33.2
01:16:40,33.9
01:16:45,31.6
01:16:50,28.9
01:16:55,32.0
01:17:00,30.6
01:17:05,32.1
01:17:10,35.2
01:17:15,30.4
01:17:20,48.8
01:17:25,31.0
01:17:30,31.7
01:17:35,34.0
01:17:40,35.8
01:17:45,29.9
01:17:50,31.1
01:17:55,31.2
01:18:00,33.9
01:18:05,28.9
01:18:10,27.1
01:18:15,34.2
01:18:20,32.0
01:18:25,33.8
01:18:30,30.6
01:18:35,34.8
01:18:40,30.7
01:18:45,30.8
01:18:50,30.4
01:18:55,29.9
01:19:00,35.0
01:19:05,32.9
01:19:10,30.2
01:19:15,35.0
01:19:20,30.2
01:19:25,36.9
01:19:30,30.5
01:19:35,32.6
01:19:40,28.5
01:19:45,29.7
01:19:50,27.4
01:19:55,35.2
01:20:00,32.3
01:20:05,35.7
01:20:10,33.2
01:20:15,34.6
01:20:20,29.3
01:20:25,33.1
01:20:30,31.1
01:20:35,29.6
01:20:40,30.1
01:20:45,33.5
01:20:50,32.0
01:20:55,32.3
01:21:00,32.0
01:21:05,31.0
01:21:10,33.1
01:21:15,31.8
01:21:20,33.7
01:21:25,31.0
01:21:30,33.7
01:21:35,33.4
01:21:40,32.5
01:21:45,30.9
01:21:50,33.9
01:21:55,31.6
01:22:00,32.2
01:22:05,31.1
01:22:10,28.0
01:22:15,33.2
01:22:20,30.1
01:22:25,30.6
01:22:30,34.8
01:22:35,32.4
01:22:40,30.3
01:22:45,33.2
01:22:50,31.3
01:22:55,31.8
01:23:00,27.0
01:23:05,29.6
01:23:10,34.5
01:23:15,32.1
01:23:20,37.1
01:23:25,32.3
01:23:30,31.4
01:23:35,34.2
01:23:40,34.2
01:23:45,31.8
01:23:50,31.1
01:23:55,28.9
01:24:00,32.3
01:24:05,33.1
01:24:10,34.0
01:24:15,31.7
01:24:20,29.7
01:24:25,31.8
01:24:30,31.7
01:24:35,33.5
01:24:40,32.4
01:24:45,32.1
01:24:50,33.2
01:24:55,30.9
01:25:00,31.6
01:25:05,33.0
01:25:10,35.0
01:25:15,33.4
01:25:20,34.6
01:25:25,32.0
01:25:30,33.2
01:25:35,33.3
01:25:40,30.0
01:25:45,34.3
01:25:50,35.1
01:25:55,32.2
01:26:00,29.8
01:26:05,30.8
01:26:10,32.5
01:26:15,33.6
01:26:20,34.7
01:26:25,29.6
